,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
41801,None,259.9,0.0,0.0,75,Fog,fog,2/24/2018 9:00,3753,medium
29600,None,269.42,0.0,0.0,1,Clear,sky is clear,12/29/2016 22:00,3554,medium
4109,None,268.62,0.0,0.0,90,Mist,mist,3/6/2013 7:00,6157,very high
33887,None,282.75,0.0,0.0,90,Mist,mist,5/21/2017 10:00,3629,medium
45011,None,294.46,0.0,0.0,90,Rain,moderate rain,6/16/2018 11:00,3907,medium
13131,None,268.5,0.0,0.0,90,Clouds,overcast clouds,3/23/2014 15:00,4477,high
15997,None,291.89599999999996,0.0,0.0,92,Rain,moderate rain,6/24/2015 23:00,1205,very low
41224,None,261.49,0.0,0.0,90,Snow,light snow,2/3/2018 23:00,2935,medium
25512,None,296.69,0.0,0.0,0,Clear,Sky is Clear,8/5/2016 14:00,5088,high
40347,None,256.95,0.0,0.0,40,Clouds,scattered clouds,1/4/2018 15:00,5442,high
46600,None,302.97,0.0,0.0,20,Clouds,few clouds,8/10/2018 16:00,5868,very high
21223,None,261.95,0.0,0.0,90,Snow,light snow,2/11/2016 12:00,5115,high
35449,None,297.86,0.0,0.0,20,Clouds,few clouds,7/18/2017 20:00,3014,medium
11425,None,271.85,0.0,0.0,64,Clouds,broken clouds,1/13/2014 7:00,6276,very high
42455,None,278.16,0.0,0.0,90,Clouds,overcast clouds,3/19/2018 17:00,5955,very high
36395,None,293.01,0.0,0.0,90,Rain,light rain,8/18/2017 13:00,5104,high
41722,None,267.81,0.0,0.0,90,Clouds,overcast clouds,2/22/2018 12:00,4980,high
41621,None,266.42,0.0,0.0,90,Snow,light snow,2/19/2018 9:00,3344,medium
13041,None,273.53,0.0,0.0,75,Clouds,broken clouds,3/19/2014 21:00,2616,low
37857,None,287.15,0.0,0.0,1,Clear,sky is clear,10/7/2017 23:00,3527,medium
24078,None,293.17,0.0,0.0,0,Clear,Sky is Clear,6/10/2016 4:00,839,very low
9435,None,283.71,0.0,0.0,1,Clear,sky is clear,10/12/2013 4:00,469,very low
16105,None,291.02,0.3,0.0,1,Rain,light rain,6/29/2015 7:00,5889,very high
1812,None,271.1,0.0,0.0,100,Clouds,overcast clouds,12/8/2012 21:00,2911,low
21895,None,274.49,0.0,0.0,90,Snow,light snow,3/18/2016 13:00,5490,high
24918,None,299.8,0.0,0.0,0,Clear,Sky is Clear,7/13/2016 12:00,4858,high
12326,None,264.27,0.0,0.0,1,Clear,sky is clear,2/17/2014 23:00,895,very low
42582,None,275.42,0.0,0.0,75,Clouds,broken clouds,3/24/2018 1:00,950,very low
24834,None,291.53,2.67,0.0,90,Mist,mist,7/10/2016 7:00,1897,low
6322,None,280.7,0.0,0.0,90,Drizzle,heavy intensity drizzle,5/23/2013 5:00,2841,low
44223,None,286.88,0.0,0.0,90,Clouds,overcast clouds,5/19/2018 18:00,3640,medium
47285,None,299.52,0.25,0.0,40,Rain,light rain,9/1/2018 13:00,4972,high
25623,None,297.66,0.0,0.0,36,Clouds,scattered clouds,8/10/2016 5:00,2899,low
28232,None,271.49,0.0,0.0,40,Snow,light snow,11/19/2016 8:00,3112,medium
16566,None,291.14,0.0,0.0,1,Rain,moderate rain,7/15/2015 8:00,5467,high
35605,None,296.8,0.0,0.0,75,Clouds,broken clouds,7/23/2017 16:00,4720,high
12433,None,259.77,0.0,0.0,20,Clouds,few clouds,2/22/2014 10:00,2775,low
3591,None,266.82,0.0,0.0,90,Clouds,overcast clouds,2/14/2013 4:00,749,very low
4729,None,268.46,0.0,0.0,1,Clear,sky is clear,4/2/2013 11:00,4761,high
6219,None,291.74,0.0,0.0,90,Rain,moderate rain,5/20/2013 18:00,4197,medium
13475,None,281.37,0.0,0.0,75,Clouds,broken clouds,4/7/2014 0:00,531,very low
18908,None,283.85,0.0,0.0,1,Clear,sky is clear,10/10/2015 9:00,2423,low
44233,None,281.09,0.0,0.0,1,Clear,sky is clear,5/20/2018 4:00,273,very low
232,None,282.2,0.0,0.0,75,Clouds,broken clouds,10/12/2012 16:00,6057,very high
9741,None,275.25,0.0,0.0,64,Clouds,broken clouds,11/9/2013 21:00,2600,low
35922,None,286.35,0.0,0.0,90,Rain,light rain,8/3/2017 17:00,6060,very high
28375,None,274.15,0.0,0.0,90,Mist,mist,11/23/2016 9:00,4056,medium
43883,None,298.45,0.0,0.0,1,Clear,sky is clear,5/7/2018 12:00,4792,high
32974,None,288.89,0.0,0.0,1,Clear,sky is clear,4/23/2017 13:00,4792,high
2843,None,274.67,0.0,0.0,90,Mist,mist,1/12/2013 2:00,518,very low
11601,None,276.1,1.02,0.0,64,Rain,moderate rain,1/19/2014 14:00,3938,medium
39878,None,270.15,0.0,0.0,90,Haze,haze,12/17/2017 23:00,979,very low
34769,None,291.35,0.0,0.0,40,Clouds,scattered clouds,6/23/2017 10:00,4888,high
6492,None,285.69,0.0,0.0,90,Mist,mist,5/29/2013 10:00,4501,high
22102,None,284.5,0.0,0.0,1,Clear,sky is clear,3/28/2016 13:00,5033,high
25658,None,299.75,0.0,0.0,76,Clouds,broken clouds,8/11/2016 16:00,6048,very high
2570,None,260.49,0.0,0.0,20,Clouds,few clouds,1/1/2013 11:00,2291,low
18493,None,289.38,0.0,0.0,1,Mist,mist,9/23/2015 2:00,257,very low
6023,None,295.0,0.0,0.0,1,Clear,sky is clear,5/14/2013 19:00,3748,medium
34248,None,286.78,0.0,0.0,1,Clear,sky is clear,6/4/2017 6:00,1258,very low
36500,None,293.79,0.0,0.0,40,Clouds,scattered clouds,8/21/2017 21:00,2579,low
34744,None,292.59,0.0,0.0,90,Rain,moderate rain,6/22/2017 15:00,5652,high
35512,None,292.28,0.0,0.0,20,Mist,mist,7/20/2017 7:00,6446,very high
9830,None,283.13,0.0,0.0,64,Clouds,broken clouds,11/13/2013 15:00,6119,very high
29200,None,261.62,0.0,0.0,90,Snow,light snow,12/16/2016 22:00,1589,low
46278,None,287.62,0.0,0.0,1,Mist,mist,7/30/2018 4:00,915,very low
12388,None,274.27,0.0,0.0,90,Clouds,overcast clouds,2/20/2014 13:00,4268,medium
19538,None,284.01,0.0,0.0,90,Rain,moderate rain,11/17/2015 14:00,4947,high
956,None,278.03,0.0,0.0,90,Rain,light rain,11/7/2012 0:00,792,very low
1379,None,281.16,0.0,0.0,90,Haze,haze,11/22/2012 9:00,1674,low
33338,None,289.29,0.0,0.0,75,Rain,light rain,5/3/2017 19:00,3626,medium
43311,None,269.94,0.0,0.0,90,Snow,light snow,4/15/2018 10:00,1494,low
24074,None,294.89,0.0,0.0,0,Clear,Sky is Clear,6/10/2016 0:00,831,very low
2488,None,267.81,0.0,0.0,75,Snow,heavy snow,12/29/2012 12:00,3910,medium
25977,None,292.43,0.0,0.0,90,Drizzle,heavy intensity drizzle,8/24/2016 2:00,250,very low
16890,None,296.56,0.0,0.0,1,Clear,sky is clear,7/26/2015 23:00,1324,very low
152,None,277.47,0.0,0.0,1,Clear,sky is clear,10/9/2012 2:00,251,very low
26426,None,293.72,0.0,0.0,90,Drizzle,light intensity drizzle,9/7/2016 12:00,4442,high
10612,None,257.64,0.0,0.0,64,Clouds,broken clouds,12/12/2013 3:00,350,very low
38329,None,281.01,0.0,0.0,1,Haze,haze,10/26/2017 3:00,378,very low
16785,None,290.75,0.0,0.0,1,Clear,sky is clear,7/23/2015 4:00,951,very low
33666,None,289.89,0.0,0.0,40,Rain,light rain,5/16/2017 7:00,6326,very high
5827,None,281.0,0.0,0.0,1,Clear,sky is clear,5/7/2013 4:00,733,very low
6083,None,285.41,0.0,0.0,40,Clouds,scattered clouds,5/17/2013 7:00,6778,very high
44917,None,295.3,0.0,0.0,75,Clouds,broken clouds,6/12/2018 22:00,2332,low
47977,None,278.49,0.0,0.0,1,Clear,sky is clear,9/22/2018 4:00,647,very low
25363,None,298.59,0.0,0.0,40,Clouds,scattered clouds,7/30/2016 13:00,3932,medium
5498,None,274.34,0.0,0.0,1,Clear,sky is clear,4/25/2013 9:00,5236,high
20268,None,267.14,0.0,0.44,90,Snow,snow,12/28/2015 22:00,2165,low
20039,None,275.29,0.0,0.0,90,Rain,moderate rain,12/16/2015 10:00,4593,high
42919,None,266.72,0.0,0.0,90,Snow,light snow,4/4/2018 0:00,501,very low
45907,None,300.22,0.0,0.0,20,Clouds,few clouds,7/16/2018 20:00,2900,low
4951,None,276.84,0.0,0.0,90,Clouds,overcast clouds,4/10/2013 2:00,227,very low
33609,None,296.15,0.0,0.0,1,Clear,sky is clear,5/14/2017 12:00,4589,high
40015,None,260.95,0.0,0.0,5,Clear,sky is clear,12/23/2017 9:00,2819,low
36972,None,288.6,0.0,0.0,90,Clouds,overcast clouds,9/7/2017 11:00,4862,high
31579,None,270.69,0.0,0.0,90,Snow,light snow,3/8/2017 4:00,818,very low
40664,None,260.08,0.0,0.0,90,Snow,light snow,1/15/2018 4:00,775,very low
36743,None,298.15,0.0,0.0,20,Clouds,few clouds,8/29/2017 18:00,5000,high
2523,None,264.0,0.0,0.0,40,Snow,heavy snow,12/30/2012 13:00,4644,high
26814,None,289.02,0.0,0.0,92,Rain,moderate rain,9/22/2016 22:00,1155,very low
41982,None,271.65,0.0,0.0,1,Haze,haze,3/2/2018 12:00,5391,high
38303,None,278.84,0.0,0.0,90,Clouds,overcast clouds,10/25/2017 1:00,343,very low
6184,None,294.85,0.0,0.0,1,Clear,sky is clear,5/19/2013 23:00,1094,very low
31093,None,279.514,0.0,0.0,8,Clear,sky is clear,2/17/2017 20:00,3199,medium
30476,None,270.764,0.0,0.0,92,Clouds,overcast clouds,1/25/2017 5:00,3038,medium
27598,None,278.976,0.0,0.0,100,Rain,moderate rain,10/26/2016 6:00,5270,high
2911,None,257.19,0.0,0.0,20,Clouds,few clouds,1/14/2013 1:00,265,very low
37545,None,295.37,0.0,0.0,75,Clouds,broken clouds,9/28/2017 17:00,6240,very high
9790,None,264.17,0.0,0.0,64,Clouds,broken clouds,11/11/2013 23:00,913,very low
15865,None,300.23,0.0,0.0,5,Clear,sky is clear,8/3/2014 11:00,3952,medium
23989,None,291.06,0.0,0.0,75,Clouds,broken clouds,6/6/2016 11:00,4618,high
47848,None,288.07,0.25,0.0,90,Drizzle,drizzle,9/19/2018 10:00,4266,medium
39933,None,267.95,0.0,0.0,1,Clear,sky is clear,12/20/2017 1:00,418,very low
16660,None,293.22,7.25,0.0,90,Mist,mist,7/18/2015 2:00,626,very low
20959,None,272.69,0.0,0.0,90,Mist,mist,2/1/2016 12:00,4739,high
4410,None,267.39,0.0,0.0,1,Clear,sky is clear,3/20/2013 15:00,5786,high
27654,None,291.14,0.0,0.0,44,Clouds,scattered clouds,10/28/2016 14:00,4825,high
21628,None,275.88,0.0,0.0,40,Clouds,scattered clouds,3/5/2016 15:00,4912,high
14897,None,298.6,0.0,0.0,1,Clear,sky is clear,6/4/2014 19:00,3558,medium
22513,None,288.72,0.0,0.0,1,Clear,sky is clear,4/17/2016 7:00,1734,low
26948,None,288.02,0.0,0.0,56,Clouds,broken clouds,9/28/2016 12:00,4501,high
44673,None,283.09,0.0,0.0,1,Clear,sky is clear,6/4/2018 6:00,5765,high
26795,None,290.08,0.0,0.0,76,Rain,light rain,9/22/2016 3:00,313,very low
26345,None,297.34,0.0,0.0,90,Rain,moderate rain,9/5/2016 17:00,3518,medium
40835,None,275.22,0.0,0.0,75,Clouds,broken clouds,1/21/2018 11:00,3686,medium
42745,None,274.3,0.0,0.0,5,Clear,sky is clear,3/29/2018 21:00,3584,medium
18946,Columbus Day,293.02,0.0,0.0,1,Clear,sky is clear,10/12/2015 0:00,494,very low
47387,None,294.24,0.38,0.0,75,Mist,mist,9/4/2018 6:00,5280,high
2276,None,268.39,0.0,0.0,90,Haze,haze,12/21/2012 10:00,4985,high
42390,None,272.85,0.0,0.0,1,Clear,sky is clear,3/17/2018 0:00,1125,very low
47030,None,290.96,1.78,0.0,90,Mist,mist,8/25/2018 4:00,500,very low
15856,None,292.64,0.0,0.0,1,Mist,mist,8/1/2014 23:00,2322,low
11938,None,261.08,0.0,0.0,0,Clear,sky is clear,2/1/2014 19:00,3555,medium
36136,None,294.86,0.0,0.0,40,Clouds,scattered clouds,8/10/2017 17:00,6294,very high
11251,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/5/2014 21:00,1300,very low
40246,None,251.93,0.0,0.0,1,Clear,sky is clear,12/31/2017 15:00,3635,medium
41663,None,266.53,0.0,0.0,90,Snow,snow,2/20/2018 6:00,4705,high
24253,None,298.27,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 11:00,5610,high
7156,None,291.8,0.0,0.0,92,Mist,mist,6/23/2013 8:00,1821,low
47185,None,285.31,0.25,0.0,90,Mist,mist,8/29/2018 3:00,372,very low
40724,None,254.88,0.0,0.0,1,Clear,sky is clear,1/16/2018 23:00,977,very low
10099,None,262.47,0.0,0.0,1,Clear,sky is clear,11/24/2013 8:00,1708,low
21652,None,278.09,0.0,0.0,40,Fog,fog,3/7/2016 6:00,5870,very high
28465,None,274.48,0.0,0.0,1,Mist,mist,11/25/2016 19:00,2833,low
27868,None,281.22,0.0,0.0,1,Clear,sky is clear,11/6/2016 6:00,822,very low
38632,None,273.72,0.0,0.0,75,Snow,light snow,11/3/2017 23:00,1676,low
45886,None,295.84,0.0,0.0,1,Clear,sky is clear,7/15/2018 23:00,1244,very low
5470,None,272.37,0.0,0.0,90,Mist,mist,4/24/2013 4:00,759,very low
39841,None,266.68,0.0,0.0,75,Mist,mist,12/17/2017 4:00,320,very low
23892,None,288.48,0.0,0.0,75,Clouds,broken clouds,6/3/2016 3:00,571,very low
47415,None,295.01,1.6,0.0,90,Drizzle,drizzle,9/4/2018 17:00,5494,high
1014,None,280.3,0.0,0.0,90,Clouds,overcast clouds,11/8/2012 16:00,6556,very high
8851,None,299.2,0.25,0.0,8,Rain,light rain,9/9/2013 13:00,4990,high
8807,None,305.17,0.0,0.0,40,Clouds,scattered clouds,9/6/2013 17:00,5907,very high
13245,None,270.9,0.25,0.0,40,Rain,light rain,3/28/2014 9:00,5116,high
25205,None,298.64,0.0,0.0,40,Clouds,scattered clouds,7/24/2016 10:00,463,very low
8504,None,291.58,0.0,0.0,0,Clear,Sky is Clear,8/19/2013 0:00,660,very low
36962,None,281.0,0.0,0.0,1,Mist,mist,9/7/2017 3:00,335,very low
3096,None,253.51,0.0,0.0,1,Clear,sky is clear,1/21/2013 23:00,859,very low
38040,None,281.42,0.0,0.0,90,Drizzle,heavy intensity drizzle,10/14/2017 23:00,3083,medium
24858,None,295.24,0.0,0.0,75,Clouds,broken clouds,7/11/2016 3:00,342,very low
44634,None,291.88,0.0,0.0,90,Mist,mist,6/2/2018 17:00,4221,medium
24994,None,298.16700000000003,0.0,0.0,92,Clouds,overcast clouds,7/16/2016 16:00,4175,medium
1403,None,283.89,0.0,0.0,75,Clouds,broken clouds,11/23/2012 9:00,2783,low
9733,None,278.6,0.0,0.0,64,Clouds,broken clouds,11/9/2013 13:00,4322,medium
26852,None,291.91,0.0,0.0,48,Clouds,scattered clouds,9/24/2016 12:00,4666,high
43746,None,285.51,0.0,0.0,40,Drizzle,drizzle,5/2/2018 2:00,253,very low
9079,None,295.8,0.0,0.0,1,Clear,sky is clear,9/22/2013 17:00,4540,high
24345,None,287.29,0.0,0.0,0,Clear,Sky is Clear,6/21/2016 7:00,6408,very high
43940,None,285.95,0.0,0.0,90,Mist,mist,5/9/2018 9:00,5210,high
29984,None,257.15,0.0,0.0,90,Clouds,overcast clouds,1/12/2017 6:00,5627,high
33017,None,287.96,0.0,0.0,90,Clouds,overcast clouds,4/25/2017 5:00,2793,low
17973,None,299.7,0.0,0.0,1,Clear,sky is clear,9/4/2015 21:00,2992,medium
30166,None,271.46,0.0,0.0,90,Haze,haze,1/18/2017 0:00,684,very low
9165,None,295.41,0.0,0.0,1,Clear,sky is clear,9/28/2013 1:00,709,very low
47229,None,297.43,0.25,0.0,1,Rain,light rain,8/30/2018 17:00,5775,high
27176,None,277.572,0.0,0.0,0,Clear,Sky is Clear,10/7/2016 23:00,1766,low
17326,None,297.14,0.0,0.0,1,Clear,sky is clear,8/12/2015 21:00,3291,medium
5898,None,288.91,0.0,0.0,90,Mist,mist,5/9/2013 21:00,3135,medium
38103,None,279.72,0.0,0.0,1,Clear,sky is clear,10/17/2017 5:00,2983,medium
6248,None,291.94,0.0,0.0,40,Clouds,scattered clouds,5/21/2013 10:00,4393,high
40319,None,256.23,0.0,0.0,40,Clouds,scattered clouds,1/3/2018 11:00,4328,medium
3899,None,266.03,0.0,0.0,90,Haze,haze,2/25/2013 23:00,910,very low
22663,None,279.893,0.0,0.0,24,Clouds,few clouds,4/21/2016 23:00,2737,low
25616,None,299.781,0.0,0.0,0,Clear,Sky is Clear,8/9/2016 22:00,2781,low
18555,None,290.95,0.0,0.0,90,Drizzle,drizzle,9/24/2015 10:00,4782,high
5889,None,293.36,0.0,0.0,90,Drizzle,light intensity drizzle,5/9/2013 17:00,6305,very high
11505,None,266.83,0.25,0.0,64,Rain,light rain,1/15/2014 21:00,2255,low
46893,None,291.01,0.0,0.0,90,Mist,mist,8/21/2018 5:00,3136,medium
31610,None,270.08,0.0,0.0,1,Clear,sky is clear,3/9/2017 11:00,5068,high
26990,None,283.23,0.0,0.0,0,Clear,Sky is Clear,9/30/2016 5:00,2588,low
43171,None,276.02,0.0,0.0,40,Clouds,scattered clouds,4/13/2018 5:00,2721,low
17613,None,295.54,0.0,0.0,1,Clear,sky is clear,8/21/2015 20:00,3260,medium
21003,None,269.29,0.0,0.0,90,Mist,mist,2/3/2016 0:00,356,very low
41291,None,253.0,0.0,0.0,5,Clear,sky is clear,2/6/2018 10:00,4290,medium
46166,None,294.82,0.0,0.0,5,Clear,sky is clear,7/25/2018 21:00,3072,medium
3199,None,268.25,0.0,0.0,90,Clouds,overcast clouds,1/27/2013 22:00,1030,very low
30227,None,273.01,0.0,0.0,1,Fog,fog,1/19/2017 9:00,5224,high
37768,None,283.51,0.0,0.0,1,Fog,fog,10/6/2017 3:00,353,very low
32737,None,293.23,0.0,0.0,75,Rain,light rain,4/15/2017 17:00,4145,medium
23174,None,285.6,0.81,0.0,90,Rain,moderate rain,5/9/2016 22:00,1478,low
3571,None,266.15,0.0,0.0,90,Snow,heavy snow,2/13/2013 4:00,771,very low
1971,None,271.36,0.0,0.0,90,Clouds,overcast clouds,12/13/2012 10:00,4531,high
39182,None,269.42,0.0,0.0,1,Clear,sky is clear,11/23/2017 2:00,416,very low
46853,None,293.95,0.0,0.0,75,Haze,haze,8/20/2018 5:00,3005,medium
12407,None,258.85,0.0,0.0,40,Clouds,scattered clouds,2/21/2014 8:00,1996,low
30386,None,275.02,0.0,0.0,90,Mist,mist,1/22/2017 10:00,2937,medium
13917,None,281.45,0.25,0.0,1,Rain,light rain,4/25/2014 10:00,4855,high
19431,None,280.72,0.0,0.0,90,Rain,moderate rain,11/11/2015 23:00,956,very low
26516,None,286.79,0.0,0.0,1,Clear,sky is clear,9/10/2016 22:00,3013,medium
37260,None,286.22,0.0,0.0,90,Rain,moderate rain,9/18/2017 12:00,4589,high
20095,None,266.46,0.0,0.0,40,Clouds,scattered clouds,12/19/2015 13:00,4897,high
47827,None,288.94,0.25,0.0,90,Rain,light rain,9/19/2018 3:00,358,very low
4781,None,279.53,0.0,0.0,1,Clear,sky is clear,4/4/2013 15:00,5992,very high
20232,None,270.04,0.0,0.0,90,Clouds,overcast clouds,12/27/2015 0:00,1020,very low
29048,None,262.75,0.0,0.0,40,Snow,light snow,12/11/2016 23:00,930,very low
27050,None,295.59,0.0,0.0,8,Clear,sky is clear,10/2/2016 17:00,4397,high
30224,None,272.79,0.0,0.0,5,Haze,haze,1/19/2017 8:00,5355,high
26050,None,289.88,0.0,0.0,1,Clear,sky is clear,8/26/2016 23:00,1726,low
37140,None,295.77,0.0,0.0,5,Clear,sky is clear,9/13/2017 22:00,1960,low
35410,None,305.09,0.0,0.0,40,Clouds,scattered clouds,7/17/2017 17:00,6002,very high
21767,None,283.08,0.0,0.0,90,Fog,fog,3/14/2016 2:00,351,very low
45158,None,291.86,0.0,0.0,90,Rain,light rain,6/19/2018 22:00,1796,low
13002,None,271.97,0.0,0.0,90,Clouds,overcast clouds,3/18/2014 6:00,5637,high
5958,None,284.28,0.0,0.0,75,Squall,SQUALLS,5/12/2013 2:00,420,very low
33578,None,286.72,0.0,0.0,1,Clear,sky is clear,5/13/2017 5:00,652,very low
14603,None,288.57,0.0,0.0,24,Clouds,few clouds,5/24/2014 6:00,1352,very low
44669,None,285.77,0.0,0.0,1,Clear,sky is clear,6/4/2018 2:00,285,very low
45051,None,304.36,0.0,0.0,40,Thunderstorm,proximity thunderstorm,6/17/2018 17:00,4175,medium
29241,None,251.76,0.0,0.0,1,Clear,sky is clear,12/17/2016 21:00,2262,low
41660,None,266.5,0.0,0.0,90,Mist,mist,2/20/2018 5:00,2690,low
42929,None,260.28,0.0,0.0,5,Clear,sky is clear,4/4/2018 7:00,4979,high
20674,None,253.44,0.0,0.0,1,Clear,sky is clear,1/17/2016 14:00,3746,medium
17208,None,293.61,0.0,0.0,75,Rain,light rain,8/8/2015 10:00,3840,medium
22990,None,289.43,0.0,0.0,20,Clouds,few clouds,5/2/2016 20:00,2858,low
20728,None,266.76,0.0,0.0,90,Mist,mist,1/20/2016 17:00,6494,very high
38388,None,274.15,0.0,0.0,90,Mist,mist,10/27/2017 9:00,4444,high
19602,None,271.29,0.0,0.0,75,Clouds,broken clouds,11/20/2015 12:00,5563,high
48189,None,282.18,0.0,0.0,90,Clouds,overcast clouds,9/30/2018 11:00,4049,medium
43723,None,290.92,0.0,0.0,90,Clouds,overcast clouds,5/1/2018 11:00,4473,high
8208,None,295.94,0.0,0.0,88,Clouds,overcast clouds,8/5/2013 18:00,4479,high
24639,None,293.62,0.0,0.0,40,Clouds,scattered clouds,7/3/2016 9:00,2271,low
23325,None,281.04,0.0,0.0,90,Rain,proximity shower rain,5/13/2016 14:00,5563,high
38018,None,286.72,0.0,0.0,40,Rain,moderate rain,10/14/2017 13:00,5253,high
7212,None,298.06,0.0,0.0,32,Clouds,scattered clouds,6/25/2013 18:00,4533,high
12899,None,279.15,0.0,0.0,75,Clouds,broken clouds,3/13/2014 23:00,1290,very low
24287,None,299.3,0.0,0.0,20,Clouds,few clouds,6/18/2016 21:00,3588,medium
18787,None,281.27,0.0,0.0,75,Clouds,broken clouds,10/5/2015 4:00,870,very low
25987,None,294.05,0.0,0.0,90,Clouds,overcast clouds,8/24/2016 9:00,4872,high
1618,None,274.38,0.0,0.0,90,Mist,mist,12/1/2012 18:00,4788,high
5525,None,275.6,0.0,0.0,75,Clouds,broken clouds,4/26/2013 10:00,5217,high
15377,None,298.8,0.0,0.0,44,Clouds,scattered clouds,7/10/2014 11:00,4926,high
4123,None,267.31,0.0,0.0,90,Clouds,overcast clouds,3/7/2013 2:00,295,very low
14635,None,299.78,0.0,0.0,90,Clouds,overcast clouds,5/25/2014 14:00,3813,medium
24594,None,292.02,0.0,0.0,20,Clouds,few clouds,7/1/2016 12:00,5018,high
40463,None,274.88,0.0,0.0,40,Clouds,scattered clouds,1/9/2018 11:00,4473,high
8030,None,293.04,0.0,0.0,0,Clear,Sky is Clear,7/29/2013 20:00,2868,low
37082,None,289.93,0.0,0.0,1,Mist,mist,9/12/2017 0:00,616,very low
29535,None,265.72,0.0,0.0,90,Snow,light snow,12/27/2016 5:00,2111,low
45479,None,292.15,0.0,0.0,90,Rain,heavy intensity rain,7/1/2018 12:00,3696,medium
1229,None,276.8,0.0,0.0,0,Clear,sky is clear,11/16/2012 9:00,5177,high
34584,None,300.61,0.0,0.0,90,Clouds,overcast clouds,6/16/2017 16:00,5764,high
35455,None,291.08,0.0,0.0,1,Fog,fog,7/19/2017 0:00,785,very low
8540,None,297.9,0.0,0.0,24,Clouds,few clouds,8/20/2013 12:00,5158,high
28311,None,274.15,0.0,0.0,90,Drizzle,light intensity drizzle,11/22/2016 10:00,4070,medium
6384,None,278.24,0.0,0.0,1,Clear,sky is clear,5/25/2013 7:00,1748,low
20787,None,266.72,0.0,0.0,90,Clouds,overcast clouds,1/23/2016 12:00,4806,high
11988,None,257.82,0.0,0.0,75,Clouds,broken clouds,2/3/2014 21:00,2158,low
13208,None,276.32,0.0,0.0,75,Clouds,broken clouds,3/26/2014 20:00,3192,medium
31565,None,280.62,0.0,0.0,90,Clouds,overcast clouds,3/7/2017 14:00,5215,high
26735,None,297.88,0.0,0.0,80,Clouds,broken clouds,9/19/2016 14:00,4442,high
14929,None,289.08,0.0,0.0,1,Mist,mist,6/6/2014 2:00,313,very low
34072,None,287.75,0.0,0.0,1,Clear,sky is clear,5/28/2017 4:00,392,very low
29983,None,257.02,0.0,0.0,90,Clouds,overcast clouds,1/12/2017 5:00,2713,low
37340,None,298.08,0.0,0.0,1,Clear,sky is clear,9/21/2017 14:00,4926,high
31604,None,269.19,0.0,0.0,1,Clear,sky is clear,3/9/2017 5:00,3166,medium
17404,None,298.24,0.0,0.0,1,Clear,sky is clear,8/15/2015 21:00,3609,medium
19183,None,281.15,0.0,0.0,90,Mist,mist,10/28/2015 6:00,5687,high
36869,None,295.64,0.0,0.0,1,Clear,sky is clear,9/3/2017 11:00,4582,high
2607,None,265.29,0.0,0.0,90,Clouds,overcast clouds,1/2/2013 21:00,1828,low
14548,None,285.26,0.0,0.0,1,Clear,sky is clear,5/21/2014 23:00,1089,very low
45464,None,294.61,0.0,0.0,75,Rain,heavy intensity rain,7/1/2018 5:00,529,very low
36169,None,295.89,0.0,0.0,40,Clouds,scattered clouds,8/11/2017 20:00,3611,medium
2001,None,272.81,0.0,0.0,20,Clouds,few clouds,12/14/2012 16:00,6185,very high
4821,None,274.29,0.0,0.0,1,Clear,sky is clear,4/6/2013 10:00,4070,medium
29886,None,264.82,0.0,0.0,90,Clouds,overcast clouds,1/9/2017 9:00,4753,high
29978,None,258.59,0.0,0.0,90,Clouds,overcast clouds,1/12/2017 0:00,613,very low
31114,None,282.231,0.0,0.0,32,Clouds,scattered clouds,2/18/2017 17:00,4871,high
32387,None,280.54,0.0,0.0,1,Clear,sky is clear,4/4/2017 23:00,1231,very low
17486,None,290.43,3.74,0.0,90,Mist,mist,8/18/2015 12:00,4751,high
4004,None,268.32,0.0,0.0,90,Clouds,overcast clouds,3/1/2013 23:00,1805,low
17876,None,295.31,0.0,0.0,1,Mist,mist,9/1/2015 1:00,383,very low
18059,None,298.51,0.0,0.0,1,Clear,sky is clear,9/7/2015 18:00,3622,medium
27208,None,270.365,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 7:00,1757,low
35048,None,299.82,0.0,0.0,1,Clear,sky is clear,7/3/2017 15:00,4942,high
16902,None,300.26,0.0,0.0,75,Clouds,broken clouds,7/27/2015 11:00,4462,high
45032,None,300.72,0.0,0.0,40,Rain,light rain,6/17/2018 3:00,413,very low
16279,None,296.67,0.0,0.0,1,Clear,sky is clear,7/5/2015 10:00,2710,low
40212,None,249.07,0.0,0.0,1,Clear,sky is clear,12/30/2017 5:00,601,very low
19027,None,287.47,0.0,0.0,40,Clouds,scattered clouds,10/15/2015 15:00,5880,very high
10060,None,269.81,0.0,0.0,75,Snow,light snow,11/22/2013 17:00,6238,very high
8136,None,299.47,0.0,0.0,0,Clear,Sky is Clear,8/2/2013 15:00,6128,very high
33184,None,282.3,0.0,0.0,1,Clear,sky is clear,4/29/2017 23:00,2191,low
21250,None,255.15,0.0,0.0,1,Clear,sky is clear,2/12/2016 23:00,1660,low
36844,None,291.48,0.0,0.0,90,Mist,mist,9/2/2017 10:00,4519,high
48041,None,292.69,0.0,0.0,90,Rain,moderate rain,9/24/2018 20:00,2559,low
