,Unnamed: 0,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
35789,31330,None,270.89,0.0,0.0,90,Clouds,overcast clouds,2/27/2017 0:00,576,very low,low
35790,27794,None,279.41,0.0,0.0,1,Mist,mist,11/3/2016 8:00,5865,very high,medium
35791,32302,None,284.55,0.0,0.0,90,Clouds,overcast clouds,4/2/2017 19:00,4038,medium,medium
35792,13487,None,285.64,0.0,0.0,40,Clouds,scattered clouds,4/7/2014 12:00,5116,high,medium
35793,44901,None,292.08,0.0,0.0,90,Mist,mist,6/12/2018 6:00,5905,very high,high
35794,20876,None,276.15,0.0,0.0,90,Clouds,overcast clouds,1/27/2016 23:00,955,very low,medium
35795,21348,None,262.72,0.0,0.0,1,Clear,sky is clear,2/17/2016 3:00,338,very low,low
35796,11476,None,261.8,0.0,0.0,1,Clear,sky is clear,1/14/2014 18:00,4284,medium,low
35797,24238,None,297.9,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 20:00,3427,medium,high
35798,26667,None,296.11,0.0,0.0,75,Clouds,broken clouds,9/16/2016 16:00,6020,very high,high
35799,8936,None,287.13,0.0,0.0,90,Mist,mist,9/14/2013 20:00,2939,medium,medium
35800,7871,None,294.12,0.0,0.0,56,Rain,moderate rain,7/23/2013 1:00,392,very low,high
35801,4421,None,259.98,0.0,0.0,1,Clear,sky is clear,3/21/2013 2:00,282,very low,low
35802,26457,None,296.47,0.0,0.0,1,Clear,sky is clear,9/8/2016 18:00,4232,medium,high
35803,37409,None,294.4,0.0,0.0,1,Clear,sky is clear,9/24/2017 6:00,999,very low,high
35804,23078,None,301.52,0.0,0.0,20,Clouds,few clouds,5/6/2016 12:00,5431,high,high
35805,33518,None,290.78,0.0,0.0,40,Clouds,scattered clouds,5/10/2017 17:00,6184,very high,medium
35806,26959,None,283.71,0.0,0.0,0,Clear,Sky is Clear,9/28/2016 23:00,713,very low,medium
35807,13635,None,277.46,0.0,0.0,90,Clouds,overcast clouds,4/13/2014 16:00,4198,medium,medium
35808,31637,None,264.55,0.0,0.0,1,Clear,sky is clear,3/10/2017 14:00,5881,very high,low
35809,38773,None,276.89,0.0,0.0,1,Clear,sky is clear,11/8/2017 17:00,6090,very high,medium
35810,19522,None,282.42,0.0,0.0,90,Drizzle,light intensity drizzle,11/17/2015 2:00,273,very low,medium
35811,16072,None,290.38,0.73,0.0,90,Rain,light rain,6/28/2015 6:00,843,very low,medium
35812,24356,None,299.61,0.0,0.0,12,Clouds,few clouds,6/21/2016 18:00,4732,high,high
35813,46796,None,290.43,0.0,0.0,1,Fog,fog,8/18/2018 3:00,448,very low,medium
35814,10539,None,259.15,0.0,0.0,64,Mist,mist,12/9/2013 2:00,231,very low,low
35815,6607,None,288.36,0.0,0.0,90,Clouds,overcast clouds,6/2/2013 3:00,355,very low,medium
35816,9035,None,293.13,0.0,0.0,1,Mist,mist,9/19/2013 7:00,6720,very high,high
35817,4843,None,274.72,0.0,0.0,90,Clouds,overcast clouds,4/6/2013 23:00,1984,low,medium
35818,28871,None,267.62,0.0,0.0,75,Snow,light snow,12/6/2016 12:00,4725,high,low
35819,26490,None,290.92,0.0,0.0,1,Clear,sky is clear,9/9/2016 21:00,2857,low,medium
35820,24485,None,295.51,0.0,0.0,1,Clear,sky is clear,6/27/2016 0:00,615,very low,high
35821,47469,None,285.38,3.3,0.0,1,Mist,mist,9/6/2018 1:00,350,very low,medium
35822,29866,None,260.88,0.0,0.0,1,Clear,sky is clear,1/8/2017 13:00,3989,medium,low
35823,34127,None,284.55,0.0,0.0,90,Clouds,overcast clouds,5/30/2017 6:00,5710,high,medium
35824,9815,None,267.69,0.0,0.0,64,Clouds,broken clouds,11/13/2013 0:00,548,very low,low
35825,17872,None,295.96,0.0,0.0,1,Haze,haze,8/31/2015 23:00,1122,very low,high
35826,8780,None,294.67,0.0,0.0,80,Clouds,broken clouds,9/4/2013 21:00,2536,low,high
35827,33748,None,285.75,0.0,0.0,90,Rain,heavy intensity rain,5/17/2017 23:00,1328,very low,medium
35828,43186,None,277.28,0.0,0.0,90,Rain,light rain,4/13/2018 15:00,5953,very high,medium
35829,4387,None,267.84,0.0,0.0,90,Snow,heavy snow,3/19/2013 12:00,4755,high,low
35830,34115,None,289.28,0.0,0.0,75,Rain,moderate rain,5/29/2017 18:00,3333,medium,medium
35831,42818,None,261.22,0.0,0.0,5,Clear,sky is clear,4/1/2018 8:00,1718,low,low
35832,29347,None,267.27,0.0,0.0,1,Clear,sky is clear,12/22/2016 6:00,5223,high,low
35833,41841,None,265.94,0.0,0.0,90,Snow,light snow,2/25/2018 3:00,254,very low,low
35834,29330,None,277.21,0.0,0.0,90,Clouds,overcast clouds,12/21/2016 13:00,5176,high,medium
35835,30568,None,269.65,0.0,0.0,90,Clouds,overcast clouds,1/28/2017 20:00,3036,medium,low
35836,4110,None,268.62,0.0,0.0,90,Snow,snow,3/6/2013 7:00,6157,very high,low
35837,36042,None,295.3,0.0,0.0,75,Clouds,broken clouds,8/7/2017 21:00,2457,low,high
35838,27583,None,285.949,0.0,0.0,88,Clouds,overcast clouds,10/25/2016 15:00,4691,high,medium
35839,15415,None,298.37,0.0,0.0,92,Clouds,overcast clouds,7/11/2014 14:00,5790,high,high
35840,32185,None,280.69,0.0,0.0,90,Clouds,overcast clouds,3/29/2017 12:00,5118,high,medium
35841,29013,None,264.55,0.0,0.0,90,Fog,fog,12/11/2016 7:00,811,very low,low
35842,13743,None,269.24,0.0,0.0,1,Clear,sky is clear,4/18/2014 4:00,667,very low,low
35843,28125,None,273.84,0.0,0.0,1,Mist,mist,11/16/2016 5:00,2792,low,medium
35844,10938,None,259.97,1.02,0.0,64,Mist,mist,12/24/2013 23:00,1375,very low,low
35845,12315,None,269.4,0.0,0.0,90,Clouds,overcast clouds,2/17/2014 12:00,2965,medium,low
35846,16270,None,293.03,0.0,0.0,1,Clear,sky is clear,7/5/2015 2:00,656,very low,high
35847,47427,None,293.64,1.45,0.0,90,Mist,mist,9/4/2018 21:00,2105,low,high
35848,34187,None,298.51,0.0,0.0,1,Clear,sky is clear,6/1/2017 17:00,6202,very high,high
35849,2665,None,261.9,0.0,0.0,90,Snow,heavy snow,1/4/2013 9:00,4844,high,low
35850,991,None,277.96,0.0,0.0,90,Rain,moderate rain,11/7/2012 17:00,6057,very high,medium
35851,31834,None,274.62,0.0,0.0,90,Snow,light snow,3/18/2017 0:00,1556,low,medium
35852,30527,None,267.61,0.0,0.0,90,Clouds,overcast clouds,1/27/2017 3:00,390,very low,low
35853,40232,None,251.01,0.0,0.0,1,Clear,sky is clear,12/31/2017 1:00,711,very low,low
35854,21821,None,283.51,0.0,0.0,90,Rain,heavy intensity rain,3/15/2016 18:00,4460,high,medium
35855,32339,None,283.88,0.0,0.0,90,Mist,mist,4/3/2017 15:00,5341,high,medium
35856,22212,None,288.35,0.0,0.0,75,Clouds,broken clouds,4/3/2016 12:00,4950,high,medium
35857,44909,None,297.15,0.0,0.0,90,Clouds,overcast clouds,6/12/2018 14:00,5185,high,high
35858,47966,None,287.4,0.0,0.0,75,Clouds,broken clouds,9/21/2018 17:00,5489,high,medium
35859,12616,None,252.02,0.0,0.0,75,Clouds,broken clouds,3/1/2014 22:00,2666,low,low
35860,38140,None,292.62,0.0,0.0,75,Clouds,broken clouds,10/18/2017 18:00,5119,high,high
35861,19814,None,269.89,0.0,0.0,1,Clear,sky is clear,12/3/2015 23:00,1308,very low,low
35862,32742,None,288.57,0.0,0.0,75,Rain,proximity shower rain,4/15/2017 20:00,2963,medium,medium
35863,27773,None,286.82,0.0,0.0,1,Clear,sky is clear,11/2/2016 13:00,4323,medium,medium
35864,36788,None,294.15,0.0,0.0,5,Clear,sky is clear,8/31/2017 15:00,6376,very high,high
35865,37572,None,288.89,0.0,0.0,1,Clear,sky is clear,9/29/2017 19:00,4498,high,medium
35866,47905,None,289.0,1.1,0.0,90,Rain,moderate rain,9/20/2018 11:00,4592,high,medium
35867,46156,None,297.41,0.0,0.0,75,Rain,light rain,7/25/2018 13:00,4860,high,high
35868,43441,None,279.15,0.0,0.0,20,Clouds,few clouds,4/19/2018 21:00,3451,medium,medium
35869,42247,None,272.5,0.0,0.0,90,Rain,light rain,3/11/2018 6:00,740,very low,medium
35870,29342,None,270.55,0.0,0.0,1,Clear,sky is clear,12/22/2016 1:00,438,very low,low
35871,11288,None,255.48,0.0,0.0,64,Clouds,broken clouds,1/7/2014 12:00,4023,medium,low
35872,1799,None,270.85,0.0,0.0,90,Clouds,overcast clouds,12/8/2012 10:00,3724,medium,low
35873,27655,None,294.459,0.0,0.0,8,Clear,sky is clear,10/28/2016 15:00,5640,high,high
35874,20815,None,272.01,0.0,0.0,90,Mist,mist,1/24/2016 19:00,2702,low,low
35875,14514,None,294.09,0.25,0.0,92,Rain,light rain,5/20/2014 14:00,5523,high,high
35876,17627,None,296.51,0.0,0.0,90,Clouds,overcast clouds,8/22/2015 11:00,4696,high,high
35877,15125,None,294.16,0.81,0.0,92,Mist,mist,6/19/2014 19:00,3378,medium,high
35878,25038,None,294.942,0.0,0.0,92,Clouds,overcast clouds,7/18/2016 12:00,4290,medium,high
35879,44483,None,306.22,0.0,0.0,1,Clear,sky is clear,5/29/2018 14:00,5159,high,high
35880,47590,None,294.06,0.0,0.0,1,Clear,sky is clear,9/10/2018 21:00,2235,low,high
35881,7458,None,299.43,0.0,0.0,0,Clear,Sky is Clear,7/5/2013 21:00,2849,low,high
35882,9290,None,285.45,0.0,0.0,90,Drizzle,drizzle,10/5/2013 10:00,4778,high,medium
35883,29765,None,256.53,0.0,0.0,1,Clear,sky is clear,1/4/2017 17:00,6034,very high,low
35884,1166,None,269.06,0.0,0.0,90,Clouds,overcast clouds,11/13/2012 17:00,6212,very high,low
35885,28703,None,275.82,0.0,0.0,90,Drizzle,drizzle,11/30/2016 18:00,4232,medium,medium
35886,31168,None,278.422,0.0,0.0,0,Clear,Sky is Clear,2/20/2017 23:00,1133,very low,medium
35887,35242,None,291.09,0.0,0.0,1,Mist,mist,7/11/2017 2:00,299,very low,medium
35888,16599,None,294.03,0.51,0.0,90,Haze,haze,7/16/2015 13:00,5129,high,high
35889,19385,None,280.15,0.0,0.0,1,Clear,sky is clear,11/9/2015 3:00,329,very low,medium
35890,17536,None,287.3,0.0,0.0,90,Thunderstorm,proximity thunderstorm with drizzle,8/19/2015 7:00,5819,high,medium
35891,20094,None,265.46,0.0,0.0,40,Clouds,scattered clouds,12/19/2015 11:00,4387,high,low
35892,36100,None,291.72,0.0,0.0,90,Thunderstorm,thunderstorm with rain,8/9/2017 18:00,4627,high,medium
35893,30905,None,266.79,0.0,0.0,90,Clouds,overcast clouds,2/10/2017 0:00,590,very low,low
35894,27745,None,283.585,0.0,0.0,0,Clear,Sky is Clear,11/1/2016 9:00,4892,high,medium
35895,24250,None,293.94,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 8:00,5717,high,high
35896,14765,None,296.46,0.0,0.0,20,Clouds,few clouds,5/31/2014 0:00,1524,low,high
35897,2894,None,266.2,0.0,0.0,90,Snow,heavy snow,1/13/2013 5:00,422,very low,low
35898,15771,None,300.84,0.0,0.0,75,Clouds,broken clouds,7/26/2014 14:00,4479,high,high
35899,5491,None,271.29,0.0,0.0,1,Clear,sky is clear,4/25/2013 2:00,276,very low,low
35900,17736,None,291.03,0.0,0.0,1,Clear,sky is clear,8/26/2015 10:00,4781,high,medium
35901,28371,None,273.95,0.0,0.0,90,Drizzle,light intensity drizzle,11/23/2016 7:00,4724,high,medium
35902,28224,None,272.96,0.0,0.0,90,Clouds,overcast clouds,11/19/2016 0:00,889,very low,medium
35903,15321,None,291.43,0.0,0.0,20,Rain,light rain,7/8/2014 2:00,318,very low,medium
35904,39569,None,262.09,0.0,0.0,1,Clear,sky is clear,12/7/2017 4:00,927,very low,low
35905,27449,None,281.821,0.0,0.0,12,Clouds,few clouds,10/19/2016 18:00,4507,high,medium
35906,1664,None,271.65,0.0,0.0,20,Mist,mist,12/3/2012 4:00,802,very low,low
35907,6511,None,287.31,0.0,0.0,90,Mist,mist,5/30/2013 1:00,369,very low,medium
35908,30477,None,270.764,0.0,0.0,92,Clouds,overcast clouds,1/25/2017 6:00,5499,high,low
35909,32665,None,288.84,0.0,0.0,1,Haze,haze,4/14/2017 14:00,5705,high,medium
35910,10005,None,279.66,0.0,0.0,90,Clouds,overcast clouds,11/20/2013 14:00,5319,high,medium
35911,30228,None,274.28,0.0,0.0,5,Mist,mist,1/19/2017 10:00,4535,high,medium
35912,27094,None,293.58,0.0,0.0,64,Rain,light rain,10/4/2016 13:00,4532,high,high
35913,13767,None,279.95,0.0,0.0,75,Clouds,broken clouds,4/19/2014 4:00,334,very low,medium
35914,35378,None,294.09,0.0,0.0,1,Clear,sky is clear,7/16/2017 9:00,2809,low,high
35915,44014,None,283.08,0.0,0.0,90,Clouds,overcast clouds,5/12/2018 1:00,642,very low,medium
35916,25052,None,297.888,0.0,0.0,0,Clear,Sky is Clear,7/19/2016 2:00,287,very low,high
35917,2347,None,262.38,0.0,0.0,1,Clear,sky is clear,12/24/2012 11:00,3559,medium,low
35918,43270,None,268.68,0.0,0.0,90,Fog,fog,4/14/2018 20:00,618,very low,low
35919,31238,None,273.29,0.0,0.0,1,Clear,sky is clear,2/23/2017 6:00,6054,very high,medium
35920,19694,None,270.72,0.0,0.0,75,Clouds,broken clouds,11/26/2015 20:00,2718,low,low
35921,42075,None,274.84,0.0,0.0,90,Clouds,overcast clouds,3/5/2018 13:00,3682,medium,medium
35922,9444,None,283.31,0.25,0.0,76,Drizzle,light intensity drizzle,10/12/2013 18:00,4724,high,medium
35923,15930,None,288.38,0.0,0.0,1,Mist,mist,8/6/2014 3:00,401,very low,medium
35924,8975,None,277.14,0.0,0.0,1,Clear,sky is clear,9/16/2013 5:00,2863,low,medium
35925,44982,None,304.89,0.0,0.0,1,Thunderstorm,proximity thunderstorm,6/15/2018 15:00,5993,very high,high
35926,11810,None,248.9,0.0,0.0,1,Clear,sky is clear,1/27/2014 11:00,3314,medium,low
35927,35796,None,288.5,0.0,0.0,20,Mist,mist,7/30/2017 7:00,1127,very low,medium
35928,18829,None,278.58,0.0,0.0,1,Mist,mist,10/7/2015 4:00,910,very low,medium
35929,12456,None,258.3,0.0,0.0,1,Clear,sky is clear,2/23/2014 9:00,2344,low,low
35930,32099,None,276.02,0.0,0.0,90,Rain,moderate rain,3/26/2017 11:00,3701,medium,medium
35931,42285,None,275.15,0.0,0.0,1,Clear,sky is clear,3/12/2018 13:00,4748,high,medium
35932,38847,None,272.65,0.0,0.0,5,Clear,sky is clear,11/11/2017 19:00,3435,medium,medium
35933,4453,None,261.56,0.0,0.0,1,Clear,sky is clear,3/22/2013 10:00,4814,high,low
35934,28822,None,275.21,0.0,0.0,90,Drizzle,light intensity drizzle,12/4/2016 17:00,4034,medium,medium
35935,37267,None,286.29,0.0,0.0,90,Drizzle,drizzle,9/18/2017 16:00,6430,very high,medium
35936,46812,None,298.34,0.0,0.0,1,Smoke,smoke,8/18/2018 12:00,4448,high,high
35937,2234,None,269.74,0.0,0.0,75,Mist,mist,12/20/2012 9:00,4803,high,low
35938,43249,None,270.15,0.0,0.0,90,Mist,mist,4/14/2018 12:00,2147,low,low
35939,20369,None,263.39,0.0,0.0,1,Clear,sky is clear,1/2/2016 7:00,1440,very low,low
35940,43923,None,289.51,0.0,0.0,40,Rain,light rain,5/8/2018 22:00,1513,low,medium
35941,36770,None,293.22,0.0,0.0,40,Clouds,scattered clouds,8/30/2017 21:00,2839,low,high
35942,20319,None,264.58,0.0,0.0,90,Snow,light snow,12/31/2015 1:00,498,very low,low
35943,21448,None,273.72,0.0,0.0,90,Clouds,overcast clouds,2/23/2016 4:00,897,very low,medium
35944,31021,None,268.832,0.0,0.0,0,Clear,Sky is Clear,2/14/2017 20:00,2715,low,low
35945,28834,None,271.95,0.0,0.0,1,Mist,mist,12/5/2016 3:00,304,very low,low
35946,32767,None,290.69,0.0,0.0,40,Clouds,scattered clouds,4/16/2017 19:00,4117,medium,medium
35947,14027,None,285.83,0.0,0.0,92,Clouds,overcast clouds,5/4/2014 20:00,2801,low,medium
35948,8633,None,298.75,0.0,0.0,32,Clouds,scattered clouds,8/24/2013 20:00,3252,medium,high
35949,36894,None,294.15,0.0,0.0,1,Haze,haze,9/4/2017 12:00,4059,medium,high
35950,7524,None,305.29,0.0,0.0,32,Clouds,scattered clouds,7/8/2013 16:00,6397,very high,high
35951,1235,None,279.24,0.0,0.0,1,Clear,sky is clear,11/16/2012 15:00,5835,very high,medium
35952,32841,None,282.88,0.0,0.0,90,Rain,light rain,4/19/2017 15:00,5875,very high,medium
35953,13248,None,274.46,0.68,0.0,75,Rain,light rain,3/28/2014 12:00,5638,high,medium
35954,16715,None,294.01,0.0,0.0,1,Clear,sky is clear,7/20/2015 6:00,5559,high,high
35955,19968,None,276.87,0.0,0.0,90,Mist,mist,12/13/2015 8:00,1656,low,medium
35956,37227,None,284.82,0.0,0.0,1,Clear,sky is clear,9/17/2017 5:00,478,very low,medium
35957,38926,None,279.22,0.0,0.0,90,Haze,haze,11/14/2017 12:00,4910,high,medium
35958,42429,None,278.35,0.0,0.0,90,Clouds,overcast clouds,3/18/2018 15:00,4797,high,medium
35959,32075,None,276.01,0.0,0.0,90,Rain,moderate rain,3/26/2017 3:00,329,very low,medium
35960,29408,None,274.02,0.0,0.0,90,Mist,mist,12/24/2016 1:00,789,very low,medium
35961,42842,None,266.57,0.0,0.0,75,Clouds,broken clouds,4/2/2018 8:00,5557,high,low
35962,28194,None,277.16,0.0,0.0,90,Drizzle,drizzle,11/18/2016 12:00,4658,high,medium
35963,36205,None,289.22,0.0,0.0,40,Drizzle,light intensity drizzle,8/13/2017 8:00,1706,low,medium
35964,5256,None,274.65,0.0,0.0,90,Mist,mist,4/18/2013 23:00,889,very low,medium
35965,40706,None,255.61,0.0,0.0,90,Snow,light snow,1/16/2018 7:00,5568,high,low
35966,28548,None,277.01,0.0,0.0,90,Mist,mist,11/27/2016 17:00,3967,medium,medium
35967,12180,None,261.59,0.0,0.0,90,Clouds,overcast clouds,2/11/2014 21:00,2222,low,low
35968,39783,None,267.88,0.0,0.0,90,Clouds,overcast clouds,12/15/2017 7:00,6307,very high,low
35969,25019,None,297.851,0.0,0.0,0,Clear,Sky is Clear,7/17/2016 17:00,3811,medium,high
35970,19472,None,274.72,0.0,0.0,1,Clear,sky is clear,11/14/2015 8:00,3256,medium,medium
35971,14690,None,291.18,0.25,0.0,90,Rain,light rain,5/27/2014 21:00,2413,low,medium
35972,34893,None,290.28,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/28/2017 5:00,2747,low,medium
35973,4811,None,275.01,0.0,0.0,1,Clear,sky is clear,4/5/2013 23:00,1610,low,medium
35974,16123,None,295.9,9.4,0.0,1,Thunderstorm,proximity thunderstorm,6/29/2015 19:00,3201,medium,high
35975,12675,None,261.15,0.0,0.0,90,Clouds,overcast clouds,3/4/2014 9:00,5100,high,low
35976,433,None,280.43,0.0,0.0,92,Drizzle,light intensity drizzle,10/19/2012 22:00,3077,medium,medium
35977,20833,None,271.22,0.0,0.0,90,Rain,light rain,1/25/2016 14:00,4805,high,low
35978,13364,None,267.67,0.0,0.0,20,Clouds,few clouds,4/2/2014 8:00,6023,very high,low
35979,13561,None,288.03,0.0,0.0,20,Clouds,few clouds,4/10/2014 14:00,5611,high,medium
35980,47512,None,296.72,0.0,0.0,1,Clear,sky is clear,9/7/2018 15:00,4831,high,high
35981,27577,None,280.025,0.0,0.0,48,Clouds,scattered clouds,10/25/2016 9:00,4881,high,medium
35982,37539,None,289.34,0.0,0.0,75,Clouds,broken clouds,9/28/2017 11:00,4821,high,medium
35983,15916,None,298.65,0.0,0.0,1,Clear,sky is clear,8/5/2014 14:00,5520,high,high
35984,48087,None,279.07,0.0,0.0,0,Clear,Sky is Clear,9/26/2018 7:00,6193,very high,medium
35985,41797,None,257.44,0.0,0.0,1,Mist,mist,2/24/2018 8:00,3018,medium,low
35986,28354,None,274.08,0.0,0.0,90,Rain,light rain,11/23/2016 2:00,257,very low,medium
35987,10192,None,269.59,0.0,0.0,75,Clouds,broken clouds,11/28/2013 12:00,3649,medium,low
35988,34952,None,294.82,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/29/2017 21:00,3346,medium,high
35989,28487,None,272.55,0.0,0.0,1,Mist,mist,11/26/2016 8:00,1883,low,medium
35990,34083,None,293.55,0.0,0.0,90,Clouds,overcast clouds,5/28/2017 15:00,3657,medium,high
35991,44361,None,293.89,0.0,0.0,40,Rain,light rain,5/25/2018 0:00,648,very low,high
35992,21191,None,263.48,0.0,0.0,1,Clear,sky is clear,2/9/2016 17:00,6321,very high,low
35993,26836,None,289.96,0.0,0.0,92,Clouds,overcast clouds,9/23/2016 20:00,2571,low,medium
35994,25548,None,289.02,0.0,0.0,0,Clear,Sky is Clear,8/7/2016 2:00,814,very low,medium
35995,3430,None,268.63,0.0,0.0,90,Mist,mist,2/8/2013 8:00,5940,very high,low
35996,32915,None,274.49,0.0,0.0,1,Fog,fog,4/21/2017 4:00,808,very low,medium
35997,40196,None,256.58,0.0,0.0,90,Snow,light snow,12/29/2017 16:00,4859,high,low
35998,40618,None,250.73,0.0,0.0,1,Clear,sky is clear,1/14/2018 4:00,271,very low,low
35999,31105,None,274.941,0.0,0.0,0,Clear,Sky is Clear,2/18/2017 8:00,3050,medium,medium
36000,7062,None,302.39,0.0,0.0,0,Clear,Sky is Clear,6/17/2013 17:00,6020,very high,high
36001,17861,None,298.86,0.0,0.0,1,Clear,sky is clear,8/31/2015 12:00,5314,high,high
36002,24796,None,289.5,0.0,0.0,1,Mist,mist,7/9/2016 2:00,678,very low,medium
36003,30171,None,270.78,0.0,0.0,1,Mist,mist,1/18/2017 3:00,456,very low,low
36004,41724,None,270.22,0.0,0.0,90,Clouds,overcast clouds,2/22/2018 14:00,5353,high,low
36005,26200,None,286.26,0.0,0.0,1,Mist,mist,8/31/2016 4:00,872,very low,medium
36006,1454,None,260.24,0.0,0.0,1,Clear,sky is clear,11/25/2012 5:00,426,very low,low
36007,46707,None,303.5,0.0,0.0,75,Clouds,broken clouds,8/14/2018 15:00,5672,high,high
36008,3179,None,262.98,0.0,0.0,90,Mist,mist,1/26/2013 2:00,584,very low,low
36009,35473,None,288.34,0.0,0.0,1,Mist,mist,7/19/2017 7:00,6447,very high,medium
36010,29103,None,258.205,0.0,0.0,0,Clear,Sky is Clear,12/13/2016 16:00,6236,very high,low
36011,5745,None,275.56,0.0,0.0,90,Mist,mist,5/4/2013 13:00,4874,high,medium
36012,42331,None,273.55,0.0,0.0,1,Clear,sky is clear,3/14/2018 11:00,4825,high,medium
36013,7491,None,296.2,0.0,0.0,12,Clouds,few clouds,7/7/2013 7:00,1128,very low,high
36014,24478,None,302.98,0.0,0.0,20,Clouds,few clouds,6/26/2016 17:00,4271,medium,high
36015,8201,None,291.96,0.0,0.0,80,Clouds,broken clouds,8/5/2013 11:00,4767,high,high
36016,1336,None,278.24,0.0,0.0,1,Clear,sky is clear,11/20/2012 21:00,2642,low,medium
36017,42330,None,271.07,0.0,0.0,1,Clear,sky is clear,3/14/2018 10:00,4511,high,low
36018,23932,None,289.17,0.0,0.0,75,Clouds,broken clouds,6/4/2016 8:00,3320,medium,medium
36019,1958,None,259.06,0.0,0.0,20,Mist,mist,12/12/2012 22:00,1928,low,low
36020,45560,None,294.94,0.0,0.0,40,Thunderstorm,proximity thunderstorm,7/4/2018 11:00,2603,low,high
36021,31271,None,269.82,0.0,0.0,90,Haze,haze,2/24/2017 13:00,4825,high,low
36022,15308,None,300.24,0.0,0.0,92,Rain,light rain,7/7/2014 16:00,6557,very high,high
36023,20165,None,273.86,0.0,0.32,90,Snow,light snow,12/23/2015 16:00,5222,high,medium
36024,47113,None,296.98,1.15,0.0,75,Thunderstorm,proximity thunderstorm,8/27/2018 2:00,292,very low,high
36025,45207,None,297.51,0.0,0.0,75,Haze,haze,6/21/2018 19:00,3823,medium,high
36026,46949,None,298.58,0.0,0.0,75,Clouds,broken clouds,8/23/2018 14:00,5312,high,high
36027,24623,None,299.04,0.0,0.0,75,Clouds,broken clouds,7/2/2016 17:00,3263,medium,high
36028,15468,None,289.85,0.0,0.0,1,Clear,sky is clear,7/13/2014 6:00,980,very low,medium
36029,17680,None,287.62,0.0,0.0,75,Clouds,broken clouds,8/24/2015 2:00,268,very low,medium
36030,47630,None,296.3,0.0,0.0,75,Thunderstorm,proximity thunderstorm,9/12/2018 11:00,4598,high,high
36031,37,None,283.17,0.0,0.0,1,Clear,sky is clear,10/4/2012 2:00,312,very low,medium
36032,14716,None,291.44,0.0,0.0,1,Clear,sky is clear,5/28/2014 23:00,1127,very low,medium
36033,34935,None,291.42,0.0,0.0,75,Clouds,broken clouds,6/29/2017 4:00,1002,very low,medium
36034,29305,None,275.68,0.0,0.0,1,Clear,sky is clear,12/20/2016 12:00,5057,high,medium
36035,4576,None,273.97,0.0,0.0,90,Clouds,overcast clouds,3/27/2013 12:00,5083,high,medium
36036,39495,None,273.09,0.0,0.0,90,Mist,mist,12/4/2017 22:00,1653,low,medium
36037,4235,None,274.59,0.0,0.0,90,Rain,light rain,3/11/2013 1:00,362,very low,medium
36038,925,None,274.41,0.0,0.0,98,Clear,sky is clear,11/6/2012 1:00,313,very low,medium
36039,25845,None,293.92,0.0,0.0,76,Rain,light rain,8/19/2016 11:00,4881,high,high
36040,42219,None,272.48,0.0,0.0,90,Snow,light snow,3/10/2018 11:00,4732,high,medium
36041,44170,None,301.82,0.0,0.0,75,Clouds,broken clouds,5/17/2018 16:00,6594,very high,high
36042,12555,None,249.15,0.0,0.0,20,Clouds,few clouds,2/27/2014 9:00,4366,medium,low
36043,35308,None,290.72,0.0,0.0,90,Clouds,overcast clouds,7/13/2017 12:00,4983,high,medium
36044,5108,None,271.32,0.0,0.0,90,Snow,heavy snow,4/14/2013 3:00,350,very low,low
36045,3784,None,258.27,0.0,0.0,1,Clear,sky is clear,2/22/2013 6:00,4068,medium,low
36046,10535,None,260.81,0.0,0.0,90,Mist,mist,12/9/2013 0:00,471,very low,low
36047,26454,None,296.76,0.0,0.0,1,Clear,sky is clear,9/8/2016 15:00,5342,high,high
36048,39834,None,269.37,0.0,0.0,1,Clear,sky is clear,12/16/2017 21:00,3003,medium,low
36049,2024,None,272.37,0.0,0.0,75,Haze,haze,12/15/2012 12:00,4030,medium,medium
36050,46983,None,291.85,2.41,0.0,90,Rain,heavy intensity rain,8/24/2018 9:00,4971,high,high
36051,1193,None,275.98,0.0,0.0,90,Clouds,overcast clouds,11/14/2012 20:00,3052,medium,medium
36052,29306,None,275.89,0.0,0.0,1,Clear,sky is clear,12/20/2016 13:00,5006,high,medium
36053,17171,None,293.27,5.86,0.0,75,Rain,heavy intensity rain,8/7/2015 2:00,362,very low,high
36054,23504,None,283.33,0.0,0.0,90,Clouds,overcast clouds,5/21/2016 2:00,1081,very low,medium
36055,21624,None,272.72,0.0,0.0,90,Clouds,overcast clouds,3/5/2016 7:00,2138,low,medium
36056,28691,None,276.4,0.0,0.0,90,Drizzle,drizzle,11/30/2016 12:00,4520,high,medium
36057,16988,None,294.7,0.0,0.0,40,Clouds,scattered clouds,7/30/2015 22:00,2385,low,high
36058,6568,None,295.2,0.0,0.0,90,Rain,heavy intensity rain,5/31/2013 18:00,5015,high,high
36059,16951,None,292.04,0.0,0.0,1,Clear,sky is clear,7/29/2015 7:00,5529,high,high
36060,39690,None,274.42,0.0,0.0,90,Clouds,overcast clouds,12/11/2017 14:00,4824,high,medium
